IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.6,,80,tcp,0.0,Log,80,"","HTTP Security Headers Detection","All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.","Missing Headers                   | More Information
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Content-Security-Policy           | https://owasp.org/www-project-secure-headers/#content-security-policy
Cross-Origin-Embedder-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Opener-Policy        | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Cross-Origin-Resource-Policy      | https://scotthelme.co.uk/coop-and-coep/, Note: This is an upcoming header
Document-Policy                   | https://w3c.github.io/webappsec-feature-policy/document-policy#document-policy-http-header
Feature-Policy                    | https://owasp.org/www-project-secure-headers/#feature-policy, Note: The Feature Policy header has been renamed to Permissions Policy
Permissions-Policy                | https://w3c.github.io/webappsec-feature-policy/#permissions-policy-http-header-field
Referrer-Policy                   | https://owasp.org/www-project-secure-headers/#referrer-policy
Sec-Fetch-Dest                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Mode                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-Site                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
Sec-Fetch-User                    | https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers#fetch_metadata_request_headers, Note: This is a new header supported only in newer browsers like e.g. Firefox 90
X-Content-Type-Options            | https://owasp.org/www-project-secure-headers/#x-content-type-options
X-Frame-Options                   | https://owasp.org/www-project-secure-headers/#x-frame-options
X-Permitted-Cross-Domain-Policies | https://owasp.org/www-project-secure-headers/#x-permitted-cross-domain-policies
X-XSS-Protection                  | https://owasp.org/www-project-secure-headers/#x-xss-protection, Note: Most major browsers have dropped / deprecated support for this header in 2020.
",1.3.6.1.4.1.25623.1.0.112081,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,319f1311-7be3-4263-b417-d6e073b81b70,"","","","","
Details:
HTTP Security Headers Detection
(OID: 1.3.6.1.4.1.25623.1.0.112081)
Version used: 2021-07-14T06:19:43Z
","","","",""
192.168.100.6,,80,tcp,0.0,Log,80,"","HTTP Server Banner Enumeration","This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).","It was possible to enumerate the following HTTP server banner(s):

Server banner                       | Enumeration technique
------------------------------------------------------------------------------------------------------
Server: Apache/2.2.8 (Ubuntu) DAV/2 | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'
X-Powered-By: PHP/5.2.4-2ubuntu5.10 | Invalid HTTP 00.5 GET request (non-existent HTTP version) to '/'
",1.3.6.1.4.1.25623.1.0.108708,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,d7798dc8-051c-4316-917c-0cab491c7d76,"","","","","
Details:
HTTP Server Banner Enumeration
(OID: 1.3.6.1.4.1.25623.1.0.108708)
Version used: 2022-06-28T10:11:01Z
","","","",""
192.168.100.6,,80,tcp,0.0,Log,80,"","HTTP Server type and version","This script detects and reports the HTTP Server's banner
  which might provide the type and version of it.","The remote HTTP Server banner is:

Server: Apache/2.2.8 (Ubuntu) DAV/2
",1.3.6.1.4.1.25623.1.0.10107,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,3478f1d8-4ea2-452d-9b12-fe6c7c4938f6,"","","","","
Details:
HTTP Server type and version
(OID: 1.3.6.1.4.1.25623.1.0.10107)
Version used: 2023-08-01T13:29:10Z
","","","",""
192.168.100.6,,,,2.1,Low,80,"Mitigation","ICMP Timestamp Reply Information Disclosure","The remote host responded to an ICMP timestamp request.","The following response / ICMP packet has been received:
- ICMP Type: 14
- ICMP Code: 0
",1.3.6.1.4.1.25623.1.0.103190,"CVE-1999-0524",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,6506ab80-4ef2-4668-84b1-dc94815bc996,"This information could theoretically be used to exploit weak
  time-based random number generators in other services.","Various mitigations are possible:

  - Disable the support for ICMP timestamp on the remote host completely

  - Protect the remote host by a firewall, and block ICMP packets passing through the firewall in
  either direction (either completely or only for untrusted networks)","","The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","Sends an ICMP Timestamp (Type 13) request and checks if a
  Timestamp Reply (Type 14) is received.
Details:
ICMP Timestamp Reply Information Disclosure
(OID: 1.3.6.1.4.1.25623.1.0.103190)
Version used: 2023-05-11T09:09:33Z
","","","DFN-CERT-2014-0658,CB-K15/1514,CB-K14/0632",""
192.168.100.6,,6697,tcp,0.0,Log,80,"","IRC Server Banner Detection","This script tries to detect the banner of an IRC server.","The IRC server banner is:

:irc.Metasploitable.LAN 351 GGCDEGBAC Unreal3.2.8.1. irc.Metasploitable.LAN :FhiXOoE [*=2309]
",1.3.6.1.4.1.25623.1.0.11156,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,2e88d749-4399-47d3-ae88-b7ab84d255bb,"","","","","
Details:
IRC Server Banner Detection
(OID: 1.3.6.1.4.1.25623.1.0.11156)
Version used: 2023-08-01T13:29:10Z
","","","",""
192.168.100.6,,,,0.0,Log,80,"","ISC BIND Detection Consolidation","Consolidation of ISC BIND detections.","Detected ISC BIND

Version:       9.4.2
Location:      53/tcp
CPE:           cpe:/a:isc:bind:9.4.2

Concluded from version/product identification result:
9.4.2
",1.3.6.1.4.1.25623.1.0.145294,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,ec541c1e-0cfc-45e5-be63-0896d578d5a0,"","","","","
Details:
ISC BIND Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.145294)
Version used: 2022-03-28T10:48:38Z
","","","",""
192.168.100.6,,80,tcp,4.3,Medium,80,"VendorFix","jQuery < 1.6.3 XSS Vulnerability","jQuery is prone to a cross-site scripting (XSS)
  vulnerability.","Installed version: 1.3.2
Fixed version:     1.6.3
Installation
path / port:       /mutillidae/javascript/ddsmoothmenu/jquery.min.js

Detection info (see OID: 1.3.6.1.4.1.25623.1.0.150658 for more info):
- Identified file: http://192.168.100.6/mutillidae/javascript/ddsmoothmenu/jquery.min.js
- Referenced at:   http://192.168.100.6/mutillidae/
",1.3.6.1.4.1.25623.1.0.141637,"CVE-2011-4969",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,e60c58b7-d795-442b-b120-3e5eee4f43b6,"","Update to version 1.6.3 or later.","jQuery prior to version 1.6.3.","Cross-site scripting (XSS) vulnerability in jQuery before 1.6.3,
  when using location.hash to select elements, allows remote attackers to inject arbitrary web
  script or HTML via a crafted tag.","Checks if a vulnerable version is present on the target host.
Details:
jQuery < 1.6.3 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141637)
Version used: 2023-07-14T05:06:08Z
","","","DFN-CERT-2017-0199,DFN-CERT-2016-0890,CB-K17/0195",""
192.168.100.6,,80,tcp,6.1,Medium,80,"VendorFix","jQuery < 1.9.0 XSS Vulnerability","jQuery is prone to a cross-site scripting (XSS)
  vulnerability.","Installed version: 1.3.2
Fixed version:     1.9.0
Installation
path / port:       /mutillidae/javascript/ddsmoothmenu/jquery.min.js

Detection info (see OID: 1.3.6.1.4.1.25623.1.0.150658 for more info):
- Identified file: http://192.168.100.6/mutillidae/javascript/ddsmoothmenu/jquery.min.js
- Referenced at:   http://192.168.100.6/mutillidae/
",1.3.6.1.4.1.25623.1.0.141636,"CVE-2012-6708",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,d5cccf58-12d5-4a33-9fb6-c32e3eb5aca1,"","Update to version 1.9.0 or later.","jQuery prior to version 1.9.0.","The jQuery(strInput) function does not differentiate selectors
  from HTML in a reliable fashion. In vulnerable versions, jQuery determined whether the input was
  HTML by looking for the '<' character anywhere in the string, giving attackers more flexibility
  when attempting to construct a malicious payload. In fixed versions, jQuery only deems the input
  to be HTML if it explicitly starts with the '<' character, limiting exploitability only to
  attackers who can control the beginning of a string, which is far less common.","Checks if a vulnerable version is present on the target host.
Details:
jQuery < 1.9.0 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141636)
Version used: 2023-07-14T05:06:08Z
","","","DFN-CERT-2023-1197,DFN-CERT-2020-0590,WID-SEC-2022-0673,CB-K22/0045,CB-K18/1131",""
192.168.100.6,,,,0.0,Log,80,"","jQuery Detection Consolidation","Consolidation of jQuery detections.","Detected jQuery

Version:       1.3.2
Location:      /mutillidae/javascript/ddsmoothmenu/jquery.min.js
CPE:           cpe:/a:jquery:jquery:1.3.2

Concluded from version/product identification result:
src=""./javascript/ddsmoothmenu/jquery.min.js
jQuery JavaScript Library v1.3.2

Concluded from version/product identification location:
- Identified file: http://192.168.100.6/mutillidae/javascript/ddsmoothmenu/jquery.min.js
- Referenced at:   http://192.168.100.6/mutillidae/
",1.3.6.1.4.1.25623.1.0.150658,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,148e5708-b0d4-4c18-a2c7-644ff847c061,"","","","","
Details:
jQuery Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.150658)
Version used: 2023-07-14T05:06:08Z
","","","",""
192.168.100.6,,3306,tcp,0.0,Log,80,"","MariaDB / Oracle MySQL Detection (MySQL Protocol)","MySQL protocol-based detection of MariaDB / Oracle MySQL.","Detected Oracle MySQL

Version:       5.0.51a-3ubuntu5
Location:      3306/tcp
CPE:           cpe:/a:oracle:mysql:5.0.51a

Concluded from version/product identification result:
5.0.51a-3ubuntu5
",1.3.6.1.4.1.25623.1.0.100152,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,114cef69-2c5f-408c-91e7-15054d343391,"","","","","
Details:
MariaDB / Oracle MySQL Detection (MySQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.100152)
Version used: 2024-07-19T15:39:06Z
","","","",""
192.168.100.6,,445,tcp,0.0,Log,80,"","Microsoft SMB Signing Disabled","Checks if SMB Signing is disabled at the remote SMB server.","SMB Signing is disabled at the server.
",1.3.6.1.4.1.25623.1.0.802726,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,e214f9a4-2bc6-4efa-96fd-2960654dacd1,"","","","","
Details:
Microsoft SMB Signing Disabled
(OID: 1.3.6.1.4.1.25623.1.0.802726)
Version used: 2023-07-25T05:05:58Z
","","","",""
192.168.100.6,,445,tcp,0.0,Log,80,"","Microsoft Windows SMB Accessible Shares","The script detects the Windows SMB Accessible Shares and sets the
  result into KB.","The following shares were found
IPC$

",1.3.6.1.4.1.25623.1.0.902425,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,662c535a-f4f1-45f6-afe7-3ad7b03a6e22,"","","","","
Details:
Microsoft Windows SMB Accessible Shares
(OID: 1.3.6.1.4.1.25623.1.0.902425)
Version used: 2023-01-31T10:08:41Z
","","","",""
192.168.100.6,,25,tcp,6.8,Medium,99,"VendorFix","Multiple Vendors STARTTLS Implementation Plaintext Arbitrary Command Injection Vulnerability","Multiple vendors' implementations of 'STARTTLS' are prone to a
  vulnerability that lets attackers inject arbitrary commands.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.103935,"CVE-2011-0411,CVE-2011-1430,CVE-2011-1431,CVE-2011-1432,CVE-2011-1506,CVE-2011-1575,CVE-2011-1926,CVE-2011-2165",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,4500af07-ce48-404f-8e60-ac9f5b69cf51,"An attacker can exploit this issue to execute arbitrary commands
  in the context of the user running the application. Successful exploits can allow attackers to
  obtain email usernames and passwords.","Updates are available. Please see the references for more
  information.","The following vendors are known to be affected:

  Ipswitch

  Kerio

  Postfix

  Qmail-TLS

  Oracle

  SCO Group

  spamdyke

  ISC","","Send a special crafted 'STARTTLS' request and check the
  response.
Details:
Multiple Vendors STARTTLS Implementation Plaintext Arbitrary Command Injecti...
(OID: 1.3.6.1.4.1.25623.1.0.103935)
Version used: 2023-10-31T05:06:37Z
","","","DFN-CERT-2011-0917,DFN-CERT-2011-0912,DFN-CERT-2011-0897,DFN-CERT-2011-0844,DFN-CERT-2011-0818,DFN-CERT-2011-0808,DFN-CERT-2011-0771,DFN-CERT-2011-0741,DFN-CERT-2011-0712,DFN-CERT-2011-0673,DFN-CERT-2011-0597,DFN-CERT-2011-0596,DFN-CERT-2011-0519,DFN-CERT-2011-0516,DFN-CERT-2011-0483,DFN-CERT-2011-0434,DFN-CERT-2011-0393,DFN-CERT-2011-0381,CB-K15/1514",""
192.168.100.6,,3306,tcp,9.8,High,95,"Mitigation","MySQL / MariaDB Default Credentials (MySQL Protocol)","It was possible to login into the remote MySQL as
  root using weak credentials.","It was possible to login as root with an empty password.


",1.3.6.1.4.1.25623.1.0.103551,"CVE-2001-0645,CVE-2004-2357,CVE-2006-1451,CVE-2007-2554,CVE-2007-6081,CVE-2009-0919,CVE-2014-3419,CVE-2015-4669,CVE-2016-6531,CVE-2018-15719",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,36c6e5f8-291f-4e88-9225-e90772df4c36,"","'- Change the password as soon as possible

  - Contact the vendor for other possible fixes / updates","The following products are know to use such weak credentials:

  - CVE-2001-0645: Symantec/AXENT NetProwler 3.5.x

  - CVE-2004-2357: Proofpoint Protection Server

  - CVE-2006-1451: MySQL Manager in Apple Mac OS X 10.3.9 and 10.4.6

  - CVE-2007-2554: Associated Press (AP) Newspower 4.0.1 and earlier

  - CVE-2007-6081: AdventNet EventLog Analyzer build 4030

  - CVE-2009-0919: XAMPP

  - CVE-2014-3419: Infoblox NetMRI before 6.8.5

  - CVE-2015-4669: Xsuite 2.x

  - CVE-2016-6531, CVE-2018-15719: Open Dental before version 18.4

  Other products might be affected as well.","","
Details:
MySQL / MariaDB Default Credentials (MySQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103551)
Version used: 2023-11-02T05:05:26Z
","Product: cpe:/a:mysql:mysql:5.0.51a
Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.100152)
","","",""
192.168.100.6,,111,tcp,0.0,Log,80,"","Obtain list of all port mapper registered programs via RPC","This script calls the DUMP RPC on the port mapper, to obtain the
  list of all registered programs.","These are the registered RPC programs:

RPC program #100000 version 2 'portmapper' (portmap sunrpc rpcbind) on port 111/TCP

RPC program #100003 version 2 'nfs' (nfsprog) on port 2049/TCP

RPC program #100003 version 3 'nfs' (nfsprog) on port 2049/TCP

RPC program #100003 version 4 'nfs' (nfsprog) on port 2049/TCP

RPC program #100024 version 1 'status' on port 55044/TCP

RPC program #100005 version 1 'mountd' (mount showmount) on port 55529/TCP

RPC program #100005 version 2 'mountd' (mount showmount) on port 55529/TCP

RPC program #100005 version 3 'mountd' (mount showmount) on port 55529/TCP

RPC program #100021 version 1 'nlockmgr' on port 58113/TCP

RPC program #100021 version 3 'nlockmgr' on port 58113/TCP

RPC program #100021 version 4 'nlockmgr' on port 58113/TCP

RPC program #100000 version 2 'portmapper' (portmap sunrpc rpcbind) on port 111/UDP

RPC program #100003 version 2 'nfs' (nfsprog) on port 2049/UDP

RPC program #100003 version 3 'nfs' (nfsprog) on port 2049/UDP

RPC program #100003 version 4 'nfs' (nfsprog) on port 2049/UDP

RPC program #100021 version 1 'nlockmgr' on port 47969/UDP

RPC program #100021 version 3 'nlockmgr' on port 47969/UDP

RPC program #100021 version 4 'nlockmgr' on port 47969/UDP

RPC program #100024 version 1 'status' on port 50164/UDP

RPC program #100005 version 1 'mountd' (mount showmount) on port 53881/UDP

RPC program #100005 version 2 'mountd' (mount showmount) on port 53881/UDP

RPC program #100005 version 3 'mountd' (mount showmount) on port 53881/UDP
",1.3.6.1.4.1.25623.1.0.11111,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,444dccce-2aa6-4550-89a4-53d55ccaf36a,"","","","","
Details:
Obtain list of all port mapper registered programs via RPC
(OID: 1.3.6.1.4.1.25623.1.0.11111)
Version used: 2023-09-08T05:06:21Z
","","","",""
192.168.100.6,,,,0.0,Log,80,"","OpenSSH Detection Consolidation","Consolidation of OpenSSH detections.","Detected OpenSSH Server

Version:       4.7p1
Location:      22/tcp
CPE:           cpe:/a:openbsd:openssh:4.7p1

Concluded from version/product identification result:
SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
",1.3.6.1.4.1.25623.1.0.108577,"",8b1726c8-61f4-47cb-8b18-68714367a850,"dasssd",2024-08-28T08:06:27Z,3346836e-a927-4121-876d-a5065cfc9fe0,"","","","","
Details:
OpenSSH Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.108577)
Version used: 2022-03-28T10:48:38Z
","","","",""
